LocationId,WellID,OBJECTID,PointID,OSEWellID,OSEWelltagID,HoleDepth,WellDepth,DepthSource,CompletionDate,CompletionSource,MeasuringPoint,MPHeight,CasingDiameter,CasingDepth,CasingDescription,DrillerName,ConstructionMethod,ConstructionNotes,AquiferType,AqClass,FormationZone,StaticWater,WaterNotes,Status,CurrentUse,StatusUserNotes,MonitoringStatus,OpenWellLoggerOK,MonitorOK,SampleOK,DataSource,Notes,MonitorGroup,WellPdf,MonitorStatusReason,HydrographInterp,PrimaryUseSite_USGS,PrimaryUseWater_USGS,SSMA_TimeStamp
D307DA5A-6158-4388-9E04-01DF00167784,C16B79BD-9282-4D17-B87A-058D454ADB27,19581,NM-16104,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,121OGLL,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,U,U,0x000000001FF5CE13
5B34A2EF-90C5-4D3C-8BD0-054454F27D0C,823D1FE7-C9E9-4AE7-9E5F-059DB4179BD2,7447,NM-03970,,,,308.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,110BLSN,,WaterNotes_0bc0144d,,,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,,0x000000001FF5CE1A
873D8911-B6E7-451D-878B-0512B860610C,7903FBD9-4951-483F-9D45-05C14BC8D6BA,1127,SA-0313,X,,575.0,575.0,R,,,MP height unknown. WL's reported as bgs. Entered 0.00' for MP height for calculated fields.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,123DTMGign,,WaterNotes_0bc0144d,,,StatusUserNotes_c7349e1e,,0.0,0.0,0.0,"Myers, Everheart, Wilson (1994) Geohydrol. of San Agustin Basin, Alamosa Creek Basin upstream from Monticello Box & Upper Gila Basin in parts of Catron, Socorro & Sierra Cty, NM, USGS WRI 94-4125",Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,,,0x000000001FF5CE30
D1996EED-EB34-4F6E-A9FB-0328CC878755,9FE9CB9B-AB29-4016-BDCC-05D6ED93742D,17553,NM-14076,,,,311.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,313SADR,,WaterNotes_0bc0144d,,I,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,I,0x000000001FF5CE40
CF22F9FB-815A-4E5F-9AD9-04E65E30AFF7,F58F2150-AE54-4DC8-95EC-06503052ECB5,14692,NM-11215,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,,,WaterNotes_0bc0144d,,,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,,0x000000001FF5CE82
B5859298-8301-42ED-86CA-05AAEE1F88CE,B8F83045-4F1D-42CA-8F54-06AF008CC144,25596,NM-22119,,,,73.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,317ABYS,,WaterNotes_0bc0144d,,D,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,O,H,0x000000001FF5CEB7
77A2284B-DADF-46BD-AE3D-02E57F6F0174,2793C6EB-D216-46CF-8A9A-06DB76119BBD,5516,NM-02579,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,313GRBG,,WaterNotes_0bc0144d,,L,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,S,0x000000001FF5CED4
E00EC212-030B-4F8F-9092-01BBFED800D0,6BEFE573-19B9-41B3-A256-073BBF9EA04E,29554,NM-26077,,,,82.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,121OGLL,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,U,0x000000001FF5CF11
8EB4B3F4-7C81-45F2-B987-011A52F9C123,26359FCE-C220-4916-ACC2-0814DDA4369B,11270,NM-07793,,,,82.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,110AVMB,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,Z,U,0x000000001FF5CF8F
885616D1-E2E5-4E7F-97DC-03A443903D78,D4B9C8B9-657C-415D-AE83-086D8C6D9A6A,14116,NM-10639,,,,170.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,110AVMB,,WaterNotes_0bc0144d,,I,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,I,0x000000001FF5CFC7
97E7DC49-8131-4331-AF72-02586BEBD733,B706394F-FA52-409A-95FE-08B294DE49EF,1566,TV-230,RG-76468,,1400.0,1400.0,D,2002-06-10 00:00:00.000,D,,1.0,6.63,1400.0,,Driller_6a8b332b,A,ConstructionNotes_08d4810a,F,,410PRCQf,1105.0,WaterNotes_392167f6,C,D,StatusUserNotes_6f35cbb3,QX,0.0,0.0,0.0,,Notes_2d61c8f1,0.0,TV230.pdf,MonitorStatusReason_c9915973,,,,0x000000002666EAB6
CF572B03-E934-42CD-ABE2-00031536DC10,4518ECA5-68B7-400C-A864-09D9ABDE561C,4935,NM-01998,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,231SNRS,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,U,0x000000001FF5D0A3
1CDA6F5A-DD7A-42B1-9970-010FA2686629,F875CE75-76B1-4232-9737-0A0A1C81319D,9375,NM-05898,,,230.0,,A,1948-03-01 00:00:00.000,A,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,,,WaterNotes_0bc0144d,,I,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,I,0x000000001FF5D0C4
31B5E55E-AC5B-459B-9DBD-011A34C4FC99,F52CCDC2-C04C-4835-A4D8-0A1417D45A7F,25063,NM-21586,,,15.0,15.0,A,2004-02-15 00:00:00.000,A,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,U,,112SNTF,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,O,U,0x000000001FF5D0C8
4C9EBDEC-FE0A-43A2-8529-0022A5A096D8,A9C96EFC-B2DD-4951-A2D3-0A1914A569E6,27575,NM-24098,,,445.0,445.0,A,1995-10-21 00:00:00.000,A,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,C,,325MDER,,WaterNotes_0bc0144d,,D,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,H,0x000000001FF5D0CB
3F0B9D4D-2637-449D-970C-05C106161710,55C10D0E-0F4F-45E8-9057-0A49EDD1BBDB,6981,BC-0113,,,,,R,,,,1.18,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,,,WaterNotes_0bc0144d,,,StatusUserNotes_6f35cbb3,H,0.0,0.0,0.0,"Bernalillo County, Sara Chudnoff",Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,,,0x000000001FF5D0E5
5C6B018C-7215-4DFB-ADCE-0331C09B9EF9,DE084572-7629-4E0A-B80A-0A914711E264,37081,NM-28008,,,56.0,56.0,A,2004-07-07 00:00:00.000,A,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,112SNTF,,WaterNotes_0bc0144d,,O,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,O,U,0x000000001FF5D117
6A885BAD-D83D-4ED6-9321-0502E5E1A933,4627DD7F-BF92-4C82-B99E-0B643567BDEC,39825,SB-0878,X,,,,,,,Entered zero for MP hgt for calculated fields. Actual MP hgt may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,,,WaterNotes_0bc0144d,,,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,"PhD thesis by Mayer, J.R. (1995)  Role of Fractures in Regional GW Flow: Field Evidence and Model Results from the Basin/Range of TX and NM",Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,,,0x000000001FF5D186
7D3E1408-9169-1944-9EA9-032B571F7AB7,D2025870-979C-3542-9501-0BA1A42B07FF,38241,WL-0133,RG-03501 S,,110.0,110.0,D,1969-11-10 00:00:00.000,D,,,,,,Driller_515b7da3,,ConstructionNotes_1b91b463,,,112SNTFA,13.0,WaterNotes_0bc0144d,C,I,StatusUserNotes_6f35cbb3,XI,1.0,1.0,1.0,,Notes_f2a5dd33,0.0,WL0133.pdf,MonitorStatusReason_c9915973,,,,0x000000002666EB46
46447123-7A89-4CC3-B599-01E69FF4A2A5,473E930E-79B6-4E3C-8A60-0BB3762D9751,36469,SO-0271,X,,5.0,5.0,D,,,TOC,2.0,0.17,,,Driller_7081fe79,,ConstructionNotes_46b30ff8,,,,,WaterNotes_0bc0144d,I,O,StatusUserNotes_6f35cbb3,6,1.0,1.0,0.0,NRCS Well development document (Excel spreadsheet),Notes_6c772911,0.0,,MonitorStatusReason_c9915973,,,,0x000000001FF5D1BB
DAD5A6ED-F395-40DB-BFFD-03C376B25381,165C9B81-4515-4DDC-B13F-0BFA3AECE48F,9690,NM-06213,,,,410.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,231CHNL,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,U,0x000000001FF5D1E0
D7FBAB56-54F8-4F06-8F4F-051AA570DC47,05979508-A0AD-4CB9-AEA3-0CA238E3BFF2,32484,SD-0247,X,,105.0,105.0,R,,,WLs assumed bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_b4d8e080,,,231CHNL,,WaterNotes_0bc0144d,,D,StatusUserNotes_1ef51584,,0.0,0.0,0.0,"HR5: Groundwater in the Sandia and Northern Manzano Mtns, NM (1980) Frank B. Titus, NM Bureau of Geology",Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,,,0x000000001FF5D249
05F6848A-4F8E-4BE7-81A1-0158800B572B,1AA093F5-6A0E-4898-99DA-0CFA0D851F41,5104,NM-02167,,,321.0,319.0,A,1984-11-30 00:00:00.000,A,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,112SNTF,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,O,U,0x000000001FF5D275
D0CCDAC3-9A83-4651-9E5E-01F3886269C3,657A35C2-7A3D-4001-A5EF-0D0DC34D7C7F,28764,NM-25287,,,2460.0,2460.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,C,,211GLLP,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,Z,U,0x000000001FF5D27F
88F410B3-CE07-4BE9-B570-038DE8969BBD,B6711232-5278-4D45-84D7-0D1554C35491,9230,NM-05753,,,235.0,235.0,A,1942-05-01 00:00:00.000,A,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,,,WaterNotes_0bc0144d,,P,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,P,0x000000001FF5D283
60B73407-5595-4C04-BE2D-00B2EFD35D9E,D1F8669B-7E34-4EFC-8E28-0D20C6E5CC69,26435,NM-22958,,,,45.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,110AVMB,,WaterNotes_0bc0144d,,D,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,H,0x000000001FF5D289
DDF4CAC0-F38E-4CF1-A67F-00C60B065E27,C46DD248-A938-4AE9-818F-0E01D2655EEE,21433,NM-17956,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,313ARTS,,WaterNotes_0bc0144d,,L,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,S,0x000000001FF5D2F8
C3752059-3F21-4A2A-8902-000D1AD9FD8D,2DDF21E0-3DEE-47DF-A35D-0E193B80C0E4,24897,NM-21420,,,,80.0,A,1955-01-01 00:00:00.000,A,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,,,WaterNotes_0bc0144d,,I,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,I,0x000000001FF5D307
681EE9D4-E676-4D39-AB16-02B274D723B4,F094C435-BE41-48B0-A5FC-0E8D605EEE2C,4128,NM-01573,,,,80.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,,,WaterNotes_0bc0144d,,D,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,H,0x000000001FF5D343
B102537F-2D85-4F30-B4B9-01A92FA2A769,B51C526A-7195-4428-9E1F-0EB26579353D,14803,NM-11326,,,,160.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,121OGLL,,WaterNotes_0bc0144d,,I,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,I,0x000000001FF5D355
53DB770B-B4AA-46F0-B5EE-0197B23155AD,C69539D6-A23F-449F-870D-0ED731FB597B,12747,NM-09270,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,,,WaterNotes_0bc0144d,,D,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,H,0x000000001FF5D369
6BC28806-09A5-4FE6-A84A-04F6F6CDF4FE,9F2224F0-85A5-4B56-98A2-0F10FFBA9E5B,9130,NM-05653,,,,800.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,110AVMB,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,U,0x000000001FF5D38A
869F5B68-8115-4CE4-B58B-04B7BBC44AB7,8F67C9FA-C325-4637-9802-0FB0AF7A483D,25620,NM-22143,,,,58.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,231CHNL,,WaterNotes_0bc0144d,,I,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,I,0x000000001FF5D3E5
E6A0714E-34CA-4182-919C-01091774C529,DEAA01A7-E125-46C1-9E31-10547647563F,3368,NM-00813,,,,200.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,313ARTS,,WaterNotes_0bc0144d,,D,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,H,0x000000001FF5D440
4DC4974C-4784-4035-873D-0483C5C5CC6E,288515C9-2A4F-4A08-A933-107FCC00CAEB,36101,SA-0408,,,,240.0,R,1910-01-01 00:00:00.000,R,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,0.5,,,Driller_7081fe79,,ConstructionNotes_59d48856,,,,,WaterNotes_d19e9e59,,DS,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,"Circular 26: Water Well Records and Well Water Quality in Southwestern San Agustin Plains, Catron Cty, NM (1954) Bushman, F.X. and Valentine, C.P., NMBGMR",Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,,,0x000000002A821FF5
674B43B3-1531-4A9D-AAAB-0465DDB51198,2B202D41-9C4D-45DA-8181-11249AAD56D6,1313,QU-043,RG-92585,,250.0,250.0,D,2010-01-01 00:00:00.000,D,TOC at plug,0.82,0.45,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,,170.0,WaterNotes_ee7a6284,C,L,StatusUserNotes_6f35cbb3,X,0.0,1.0,1.0,,Notes_28d4283f,0.0,,MonitorStatusReason_c9915973,,,,0x000000001FF5D4C0
1AB5BC1C-C8CD-40EE-AA6E-049B24F9607E,90D16A9D-0581-4488-A71D-1158EAC3DDEC,18721,NM-15244,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,210CRCS,,WaterNotes_0bc0144d,,I,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,I,0x000000001FF5D4DD
7EA074EA-CA0A-426E-9FB6-03E41FE81210,3C16B47F-4890-48F0-B563-117124487E84,25934,NM-22457,,,,71.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,231CHNL,,WaterNotes_0bc0144d,,I,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,I,0x000000001FF5D4E8
49D67A94-921D-4A45-AA45-0463E862FA2B,0231C809-8DB4-441F-ADF6-11AD5BA88F1A,16271,NM-12794,,,,132.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,121OGLL,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,Z,U,0x000000001FF5D50D
A1E15402-9827-442C-AE9F-018666CA799C,2F3E0BDF-3BC3-4B4B-B014-11F53F1ECAB8,28048,NM-24571,RG-23867,,,275.0,A,1973-10-12 00:00:00.000,A,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,0.55,275.0,,Driller_3481ae7c,C,ConstructionNotes_08d4810a,,,121TSUQ,162.0,WaterNotes_c682c3e3,,D,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,NM24571.pdf,MonitorStatusReason_c9915973,,W,H,0x000000002666E6CE
BE02CD2A-898B-42DD-B6BF-03DDA4246ED2,CBAE9A21-6FF9-4814-B1DD-122DE2B22B31,7584,NM-04107,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,110AVMB,,WaterNotes_0bc0144d,,I,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,I,0x000000001FF5D563
